,Status,Seniority,Home,Time,Age,Marital,Records,Job,Expenses,Income,Assets,Debt,Amount,Price
430,1,29,1,60,57,2,1,1,80,203,0,0,1100,1297
431,2,33,2,48,59,2,2,1,45,114,10000,0,1200,1420
432,1,3,1,48,60,3,1,3,54,186,0,0,850,1036
433,1,0,1,60,25,1,1,1,51,155,0,0,800,1201
434,1,5,5,60,28,2,1,1,60,195,1800,0,1000,1527
435,2,3,2,60,40,2,1,3,75,246,2500,0,1300,1500
436,1,21,1,48,36,2,1,1,86,113,0,0,950,1057
437,1,6,2,48,27,2,1,3,60,290,4300,900,1500,2127
438,2,1,6,48,33,2,2,3,75,0,0,0,1000,2218
439,1,25,2,60,44,2,1,1,45,125,2500,0,1200,1570
440,1,5,1,24,34,2,1,3,95,199,0,0,250,650
441,1,1,2,60,28,2,1,1,45,133,5000,9000,700,1175
442,1,1,2,60,39,2,1,1,60,210,2000,0,700,825
443,2,2,6,48,47,1,2,3,35,0,0,0,2150,2152
444,1,11,2,60,28,2,1,1,45,78,4000,0,850,978
445,1,1,1,36,37,5,1,2,55,200,15000,0,1100,1650
446,1,0,5,60,20,2,1,3,45,100,0,0,1850,2150
447,2,2,1,48,36,2,1,1,85,95,0,0,1340,1771
448,1,5,1,48,28,2,1,1,63,183,0,0,1100,1615
449,1,2,5,24,20,1,1,1,35,43,0,0,450,994
450,1,7,3,60,32,2,1,1,75,120,3000,3000,870,1147
451,2,3,5,60,19,1,1,3,45,198,2500,0,1100,1194
452,2,2,1,36,21,1,1,1,45,100,0,0,700,825
453,1,3,1,36,23,1,1,1,50,150,0,0,1000,1128
454,1,10,2,36,47,2,1,1,60,133,3000,0,360,360
455,1,10,2,48,37,3,1,4,45,110,3000,0,500,1190
456,1,10,2,60,51,2,1,1,60,202,2000,0,1400,1580
457,1,1,3,24,31,2,1,1,60,140,2000,500,1100,1600
458,1,4,2,60,49,2,1,1,45,123,5000,0,1450,1735
459,1,2,2,60,27,2,1,1,45,275,8000,4500,1500,2178
460,2,3,3,60,34,2,2,1,75,200,2500,0,1350,1589
461,1,6,2,60,28,1,1,3,35,0,7000,800,1500,1828
462,2,0,2,48,29,4,1,1,35,55,4000,0,757,1566
463,1,1,2,60,51,2,1,4,45,105,3000,0,1200,1250
464,1,15,2,60,34,2,1,1,75,146,5000,0,1400,1626
465,1,10,2,60,42,2,2,1,75,100,6000,1500,1350,1414
466,2,2,1,60,46,4,1,1,49,136,0,0,1500,1687
467,1,8,2,60,40,2,1,1,60,90,4500,0,1100,1638
468,1,4,2,60,32,2,1,3,60,0,6000,0,1100,1296
469,1,7,2,60,26,2,1,1,60,116,3000,0,1400,1460
470,1,17,2,36,31,2,1,1,75,128,7000,4800,700,1400
471,1,10,2,54,47,2,1,1,60,105,3000,0,850,911
472,1,6,2,30,45,2,1,1,90,125,3000,0,1050,1559
473,1,0,6,60,26,2,1,2,45,68,0,0,1200,1315
474,1,1,2,36,41,2,1,1,75,400,5500,0,1800,2600
475,1,6,2,48,31,2,1,1,60,251,3000,400,1000,1208
476,1,2,1,60,23,1,1,1,58,225,0,0,800,975
477,1,2,5,60,34,1,1,1,35,140,0,0,1200,1274
478,1,15,2,48,34,4,1,3,45,0,5000,0,900,1197
479,1,7,1,60,38,2,1,3,107,320,1500,0,1050,1092
480,1,0,2,36,55,2,2,3,45,0,16000,0,900,1100
481,1,1,1,60,54,2,1,4,54,87,8000,0,1000,1202
482,2,2,5,54,24,1,2,3,35,0,0,0,1800,2646
483,2,15,2,60,37,2,1,4,90,90,5000,1800,1500,1816
484,2,0,1,60,43,2,1,3,75,0,0,0,1400,1700
485,1,2,5,48,26,2,1,1,60,110,10000,0,1300,1700
486,1,20,2,54,59,2,1,3,60,87,3500,0,500,984
487,1,30,1,60,54,2,1,1,54,93,0,0,1000,1387
488,1,12,2,48,27,2,2,1,45,110,5000,1300,450,1636
489,1,2,1,60,28,1,1,1,43,81,0,0,1000,1135
490,2,3,2,60,53,2,1,1,45,98,3500,0,1350,1453
491,1,7,2,60,48,2,1,3,60,155,4500,0,1400,1500
492,1,4,2,48,30,2,1,1,60,167,3500,1000,800,1350
493,1,14,3,60,28,2,1,1,60,190,18000,0,1850,2247
494,1,10,2,60,34,2,1,1,75,110,2500,300,1150,1367
495,2,3,2,60,33,4,1,3,35,0,6000,0,950,950
496,2,12,1,60,55,2,2,1,62,170,0,0,1800,2154
497,2,20,2,36,40,1,2,3,35,0,8500,400,750,1100
498,1,5,5,60,28,1,1,1,35,70,0,0,900,1492
499,2,2,2,60,31,1,1,1,35,55,7500,0,800,1351
500,2,30,5,60,56,2,1,1,45,80,10000,0,1500,2040
501,1,3,2,60,38,2,2,2,75,81,4000,0,1000,1037
502,2,0,6,48,25,1,1,1,35,139,0,0,1200,1202
503,1,0,1,48,35,2,1,1,66,206,0,0,1500,1683
504,2,5,6,24,41,4,1,3,35,0,0,0,500,1000
505,1,3,5,48,31,1,1,1,35,120,0,0,1000,1100
506,1,30,6,48,52,2,1,3,90,300,12000,0,1700,1734
507,1,13,3,60,33,2,1,1,75,224,7000,0,1600,1604
508,1,0,1,60,30,2,1,1,68,80,0,0,1000,1330
509,2,3,2,60,37,2,1,2,90,166,3000,0,800,877
510,1,0,2,36,54,2,1,2,60,110,11500,0,1100,1759
511,2,7,5,48,32,2,2,1,45,161,0,0,970,1564
512,1,4,2,60,23,2,1,1,45,80,4000,0,1100,1306
513,1,10,2,24,39,2,1,1,75,150,3000,0,500,1108
514,2,1,1,36,28,1,1,3,52,170,0,0,350,1500
515,1,2,5,60,43,2,1,1,45,100,0,0,1500,1645
516,1,30,1,60,50,2,1,3,68,225,10000,0,1300,1500
517,1,3,1,60,41,2,2,1,77,166,0,0,2200,2625
518,1,0,5,36,27,1,1,1,45,200,5000,0,800,1456
519,1,10,2,42,25,2,1,1,45,110,3000,0,1500,2178
520,1,4,1,36,35,1,1,1,46,110,0,0,1000,1642
521,1,1,2,60,31,2,1,2,45,160,4000,300,1200,1265
522,1,13,5,36,43,1,1,1,35,204,0,0,200,325
523,2,4,5,60,28,2,1,2,45,135,0,0,1350,1471
524,1,1,5,48,22,1,1,3,45,158,0,0,260,1440
525,1,8,2,60,42,2,2,3,75,290,10000,0,1200,2140
526,1,14,2,60,41,2,1,1,60,100,6000,0,450,1377
527,1,6,2,60,29,2,1,1,60,115,6000,2000,1250,1780
528,1,1,2,18,27,2,1,2,45,149,2000,0,700,818
529,1,16,2,60,32,2,2,1,75,143,4000,0,650,1017
530,1,10,5,36,27,2,2,1,60,150,0,0,1000,1788
531,1,11,5,48,37,1,1,1,35,199,10000,0,1100,1212
532,1,40,1,36,59,2,1,1,59,142,0,0,1000,1800
533,2,13,2,54,52,2,1,1,75,80,4000,0,1300,1394
534,2,7,1,36,25,2,1,1,69,93,0,0,250,400
535,1,3,5,36,24,4,1,1,45,113,0,0,850,940
536,1,13,5,48,51,2,1,1,45,92,3000,500,1220,1433
537,1,7,2,36,39,2,1,3,75,205,4000,0,1300,1439
538,1,7,2,60,33,1,1,1,35,210,6000,0,1700,2414
539,1,4,2,24,31,2,1,1,60,256,3000,0,600,1571
540,1,5,1,36,30,2,1,3,101,260,0,0,1000,1500
541,1,7,2,60,24,2,1,1,45,106,2500,0,1200,1258
542,1,10,2,48,31,2,1,1,60,160,4500,0,450,1403
543,1,16,2,60,39,2,1,1,60,148,3500,0,750,1346
544,1,2,2,36,42,2,1,1,75,220,3500,0,1500,2195
545,1,6,2,36,37,2,1,3,75,63,4000,50,800,1637
546,1,3,2,36,38,2,1,1,75,106,8500,0,2375,2375
547,2,16,2,60,42,2,1,1,75,81,3500,0,870,873
548,2,1,5,60,23,1,1,1,35,100,0,0,1210,1450
549,2,0,6,60,40,2,2,1,75,260,2500,0,1500,1607
550,1,12,2,24,36,2,1,1,60,243,6000,0,600,1376
551,1,1,1,60,27,1,1,1,44,88,0,0,1000,1092
552,1,40,2,24,60,2,1,3,75,186,8000,0,900,1307
553,1,30,2,48,45,2,1,1,75,105,10000,2400,830,1128
554,1,5,2,48,65,2,1,3,75,80,30000,2000,700,1698
555,1,10,3,60,40,2,1,1,60,154,1500,0,825,1075
556,2,13,1,60,40,4,1,3,64,35,2500,0,1920,1920
557,1,3,1,48,33,2,1,1,66,63,2000,0,800,1298
558,2,0,6,36,28,2,2,4,45,297,8000,0,1360,1362
559,2,1,1,60,33,2,1,1,91,161,0,0,1700,1770
560,1,25,2,36,51,4,1,3,35,200,5000,0,1700,2022
561,1,11,3,48,31,2,1,1,45,140,4000,0,700,1225
562,1,7,2,12,36,2,1,1,90,125,20000,0,375,724
563,1,4,5,24,23,1,1,1,35,78,3000,0,500,1346
564,2,5,6,60,33,1,1,1,35,57,0,0,1000,1415
565,1,31,1,60,51,2,2,1,135,300,0,0,1000,1380
566,2,0,6,60,31,2,1,3,60,0,0,0,1400,1500
567,1,10,2,36,32,2,1,3,75,202,2100,0,900,900
568,1,16,2,48,50,2,1,1,90,175,21500,1950,1100,1639
569,1,19,2,36,52,2,1,3,45,150,15000,0,1420,2220
570,1,0,5,60,34,1,1,4,45,158,2000,0,1020,1600
571,2,3,6,36,25,1,1,1,45,0,0,0,900,1270
572,1,1,2,48,28,2,1,2,45,123,4000,1978,1100,1556
573,2,1,1,48,36,2,1,3,88,125,0,0,1500,1878
574,2,0,2,60,27,2,1,2,45,113,3000,1500,1200,1532
575,1,2,2,24,26,2,2,3,45,167,4000,0,340,900
576,2,4,1,36,24,2,2,1,75,148,0,0,900,1100
577,2,0,3,60,47,2,1,2,75,156,2000,200,600,1556
578,1,13,2,48,40,2,1,1,60,123,4000,0,900,1054
579,2,1,2,60,42,2,1,2,120,143,5500,2000,1160,1285
580,2,17,1,48,52,2,1,1,93,180,0,0,1200,1338
581,2,0,6,60,26,1,1,4,35,0,0,0,1200,1571
582,1,5,1,36,45,2,1,4,90,150,10000,0,1100,1556
583,1,17,2,60,47,2,1,1,60,92,4500,0,1100,1194
584,1,8,2,60,25,2,1,1,45,139,4000,1300,1450,1556
585,1,0,2,60,50,2,1,1,75,250,15500,0,1000,1989
586,1,5,2,6,44,2,1,1,75,315,13000,0,500,2624
587,2,8,2,36,48,2,2,1,35,121,3000,0,400,925
588,1,3,2,48,19,1,1,1,35,180,4000,0,800,1128
589,1,18,2,48,48,2,2,1,105,129,3000,0,780,2220
590,1,22,2,60,46,2,1,1,90,214,8000,0,1120,1395
591,1,12,2,60,50,2,1,1,45,99,5000,0,1100,1137
592,1,12,5,36,30,2,1,3,75,110,0,0,800,875
593,2,13,3,60,30,2,2,1,75,85,3500,0,1100,1417
594,1,3,2,18,39,2,2,1,90,138,7000,0,500,700
595,1,1,2,60,27,2,1,1,60,93,4000,0,1000,1207
596,1,29,2,60,52,2,1,1,75,100,3000,0,1100,1268
597,1,1,1,48,42,2,1,3,76,160,0,0,1200,1326
598,2,3,6,36,22,2,1,1,45,215,0,0,1470,1480
599,1,23,5,60,43,1,1,1,35,90,3500,0,1050,1228
600,1,20,2,36,36,2,1,1,90,464,5000,0,2000,2168
601,1,5,3,60,23,2,1,1,35,167,7000,2160,1650,2100
602,1,3,1,60,40,2,1,1,84,86,0,0,1000,1197
603,2,1,3,24,50,2,1,3,60,125,5000,3000,360,510
604,1,15,2,36,52,2,1,1,105,274,8000,0,300,325
605,1,10,2,36,38,2,1,1,75,135,5500,1440,690,1000
606,2,0,5,48,35,2,2,1,60,300,0,0,1400,1748
607,2,9,2,60,34,2,2,3,75,300,4000,300,1000,1392
608,1,9,1,60,34,2,1,1,103,128,0,0,500,820
609,1,25,2,18,49,2,1,3,90,90,4000,0,300,1275
610,2,19,2,60,37,1,2,1,35,115,10000,6000,1500,1758
611,1,10,1,60,33,2,1,1,56,107,0,0,600,1250
612,1,10,2,60,34,2,1,3,75,300,11000,0,1000,1560
613,1,10,2,48,42,2,1,3,105,230,30000,5000,1200,1570
614,1,4,2,24,32,2,1,1,45,122,4000,1,500,1045
615,1,1,5,36,19,1,1,2,35,43,0,0,425,500
616,1,1,2,48,45,2,1,3,90,250,4000,0,1700,1800
617,1,19,5,12,41,2,1,3,90,190,500,0,500,1600
618,1,6,2,60,25,2,1,3,45,100,3500,2500,950,1177
619,1,2,1,48,19,1,1,3,60,246,20500,0,1370,1371
620,2,11,1,36,59,2,1,1,69,85,0,0,850,1100
621,1,20,1,36,56,2,2,1,77,173,0,0,1100,1256
622,1,18,1,48,42,2,2,3,75,150,0,0,1000,1469
623,2,0,5,60,38,2,1,2,90,86,5000,0,1600,1682
624,1,0,5,60,22,1,1,2,45,183,4000,0,1150,1150
625,2,1,1,36,44,4,1,4,55,100,0,0,675,675
626,1,1,2,60,31,2,1,1,60,94,2500,0,900,1236
627,1,25,2,48,49,2,1,1,60,150,6000,0,650,1265
628,1,15,1,60,55,2,1,3,74,140,0,0,1000,1204
629,2,21,1,60,55,3,1,1,56,107,0,0,1100,1353
630,1,10,3,36,38,2,2,1,60,117,4030,0,950,1330
631,1,12,2,60,60,2,1,1,60,230,12000,0,950,1200
632,2,10,1,60,58,5,1,3,82,470,0,0,1350,1488
633,1,20,6,36,39,2,1,1,60,102,0,0,650,1695
634,1,10,2,60,34,2,1,1,75,210,6000,0,900,1547
635,1,1,5,60,21,1,1,2,35,42,0,0,1100,1112
636,1,5,1,60,37,1,1,1,48,130,0,0,600,1062
637,2,2,3,48,25,2,1,2,45,90,3000,2000,800,1567
638,1,15,5,36,39,1,1,1,60,120,0,0,900,900
639,1,1,5,60,22,2,1,1,60,117,0,0,1100,1280
640,1,11,2,30,35,2,1,1,75,160,4000,0,700,1340
641,1,3,1,60,50,2,1,2,69,90,0,0,1300,1490
642,2,2,6,36,49,2,2,4,45,50,0,0,1600,2640
643,1,15,2,48,30,2,1,3,75,100,27000,5000,900,900
644,1,13,2,60,32,2,1,1,75,182,5000,2500,1300,1569
645,2,11,1,60,37,1,2,1,74,135,0,0,1400,1937
646,1,2,2,60,24,2,1,2,45,67,4100,2800,1400,1403
647,1,32,2,24,63,2,1,3,45,0,90000,0,1000,1501
648,2,1,2,60,25,2,1,2,60,137,2700,1900,1150,1255
649,1,3,1,54,23,2,1,1,59,140,0,0,1300,1345
650,2,1,5,60,22,1,1,1,35,85,0,0,1950,2134
651,1,37,2,60,52,2,1,1,45,324,7000,0,1550,1590
652,2,11,1,18,39,2,2,3,60,0,0,0,250,400
653,2,0,2,60,29,2,2,1,45,100,4500,0,1200,1406
654,2,5,1,60,43,1,1,3,39,42,0,0,1600,1872
655,1,4,2,60,35,2,1,1,60,251,6500,4000,1000,1123
656,1,1,5,60,27,1,1,1,35,180,0,0,1000,1067
657,2,10,5,60,34,2,2,3,60,400,12000,0,2075,2253
658,1,20,1,36,39,2,1,1,91,158,0,0,380,580
659,1,1,2,36,51,2,1,1,75,300,6000,0,1450,1992
660,1,15,1,12,35,4,1,1,44,90,9000,0,400,1400
661,1,12,2,60,33,2,2,3,90,146,15000,0,1150,1284
662,1,0,2,60,30,2,2,1,75,255,4000,0,1500,1749
663,1,5,2,60,25,1,1,3,35,250,14000,0,1400,2125
664,1,6,2,60,53,2,1,3,45,50,16000,0,1000,1505
665,1,6,1,60,26,2,1,1,60,150,0,0,1200,1376
666,1,1,2,60,61,2,2,3,45,0,97000,2900,1200,2154
667,1,35,6,60,63,3,1,1,35,190,0,0,750,1138
668,1,9,1,60,30,2,1,1,63,178,0,0,1680,1931
669,1,12,2,60,43,2,2,1,75,254,14000,2900,1200,1698
670,1,20,1,60,35,1,1,1,56,110,0,0,1000,1279
671,2,15,2,36,49,2,1,3,75,70,3572,1728,1650,2755
672,2,3,1,60,34,2,2,1,85,100,0,0,1000,1600
673,1,2,2,60,26,2,2,1,60,137,4000,350,1200,2200
674,1,4,1,42,41,2,1,3,90,0,10000,0,1300,2260
675,1,10,2,60,30,2,2,1,60,242,7500,0,1550,1904
676,1,9,2,60,51,2,1,1,90,85,4000,0,1380,1580
677,2,35,2,36,51,2,1,3,45,0,11700,0,1300,2810
678,1,1,1,36,40,2,1,1,58,125,0,0,700,700
679,1,30,5,24,53,2,1,3,90,500,0,0,600,1100
680,1,12,6,60,33,2,1,1,60,140,0,0,1650,1910
681,2,1,1,60,24,2,1,1,52,70,0,0,1200,1360
682,1,3,1,60,25,2,1,1,60,150,0,0,700,1030
683,2,15,2,36,44,2,2,1,90,245,4000,0,375,460
684,1,2,2,60,33,2,1,3,75,193,5000,0,1150,1339
685,1,4,5,24,27,1,1,1,35,110,0,0,370,525
686,1,4,1,60,24,2,1,1,52,70,0,0,1000,1315
687,1,2,1,60,32,2,1,2,87,115,2000,0,1250,1517
688,2,6,5,48,32,1,2,1,35,85,0,0,1100,1330
689,1,6,1,60,36,1,1,1,85,400,0,0,1000,1290
690,1,6,5,60,27,1,1,1,35,130,0,0,1600,1900
691,1,15,1,18,55,2,1,3,102,120,20000,0,1150,1366
692,1,1,1,60,39,2,2,1,130,250,0,0,1900,4063
693,1,16,2,48,36,2,1,1,75,108,4000,0,500,1064
694,1,12,2,60,38,2,1,3,75,225,4500,900,1000,1606
695,2,2,2,36,37,2,1,2,105,300,5000,0,1000,1570
696,1,20,2,60,36,2,1,1,75,250,2500,0,1350,1381
697,1,2,2,24,49,1,1,3,35,150,32000,0,800,816
698,2,4,2,48,27,2,1,3,75,0,3000,2000,900,1150
699,2,15,1,60,37,2,2,1,107,319,0,0,1800,2215
700,2,20,1,60,49,2,1,1,85,100,0,0,1420,1586
701,1,4,1,12,28,1,1,1,40,51,0,0,300,1469
702,1,12,2,60,27,2,1,1,45,145,3500,0,1000,1556
703,1,10,1,48,47,1,1,1,52,168,6000,0,850,1720
704,1,1,1,60,44,2,1,1,65,54,0,0,1550,1650
705,1,3,1,48,29,2,1,1,85,100,0,0,1000,1191
706,1,12,5,60,35,2,1,1,60,115,0,0,1000,1127
707,2,0,2,24,47,4,1,3,35,0,20000,4000,900,1100
708,1,10,2,48,31,2,1,1,60,180,7500,1200,1000,1480
709,2,3,5,60,23,1,1,1,35,63,0,0,800,1258
710,1,5,2,48,46,2,1,1,60,130,4000,0,950,1544
711,1,20,2,60,50,2,1,1,60,170,6000,0,1300,1404
712,1,3,2,48,26,1,1,1,35,157,7000,0,1200,2053
713,2,0,6,36,36,1,1,3,35,0,0,0,1250,1575
714,2,9,2,60,28,2,1,1,90,64,1750,0,1055,1430
715,2,0,6,60,36,2,1,2,45,0,0,0,1400,1409
716,1,0,2,48,61,3,1,4,35,35,4000,200,650,962
717,1,15,6,24,46,2,1,1,75,150,18000,0,1400,1400
718,1,4,2,12,25,2,1,1,45,65,2000,0,350,1571
719,1,5,5,36,22,1,1,1,35,100,0,0,1000,1200
720,1,11,1,60,38,2,1,1,91,160,0,0,600,1200
721,2,20,6,60,57,2,1,4,60,215,11000,0,1600,1842
722,1,4,2,48,26,2,1,1,75,112,4000,0,750,841
723,2,2,6,60,24,2,1,2,45,126,0,0,1450,1585
724,1,14,2,60,51,2,1,1,90,150,3500,0,950,957
725,1,4,2,24,26,1,1,1,35,136,2500,0,450,950
726,1,10,2,60,46,3,1,3,45,123,3500,0,1100,1375
727,2,12,2,60,37,2,1,1,90,80,5000,0,1600,1800
728,1,6,2,48,55,2,1,3,45,72,16000,0,1760,2212
729,1,14,3,60,38,2,1,1,60,110,8000,400,450,1133
730,2,5,1,60,24,2,1,1,56,111,0,0,1000,1570
731,2,5,5,36,27,1,1,2,35,60,0,0,500,1569
732,2,0,6,48,43,2,1,1,75,0,0,0,1400,1590
733,2,0,6,60,52,2,2,1,45,0,0,0,1400,1734
734,2,30,2,18,57,2,2,3,75,290,99999999,0,350,450
735,2,1,3,48,36,1,2,1,35,173,7700,0,1000,2008
736,1,20,2,18,62,2,1,1,60,125,5000,0,500,1150
737,1,2,5,24,19,1,1,2,35,60,0,0,530,630
738,1,0,3,60,32,2,1,2,75,160,6000,0,1200,1571
739,2,3,1,48,43,2,1,2,73,126,0,0,1300,1770
740,1,6,2,36,34,2,2,1,60,148,9000,4090,500,1600
741,1,11,2,48,34,2,1,1,75,170,3500,435,1500,1627
742,1,6,1,24,34,2,1,1,68,230,0,0,500,1094
743,1,9,2,60,30,2,1,3,60,166,4000,1500,1350,1570
744,2,9,2,60,40,4,2,1,35,67,1600,0,800,935
745,2,2,1,60,42,1,2,1,35,0,0,0,1900,2259
746,1,18,2,36,49,2,1,1,60,80,15000,0,800,1419
747,2,10,1,48,40,2,1,2,66,60,0,0,500,820
748,1,1,5,60,24,1,1,1,35,91,0,0,900,1060
749,1,0,5,12,35,1,1,2,35,96,0,0,350,600
750,1,3,5,60,36,2,1,1,75,180,0,0,1200,1372
751,1,40,2,24,62,2,1,3,60,130,15000,0,250,758
752,1,4,2,60,24,2,1,2,45,67,4000,2000,1000,1164
753,2,14,2,60,44,2,1,1,75,100,3500,0,1210,1450
754,1,5,2,60,57,2,1,1,60,830,18000,0,2000,2125
755,1,11,2,60,25,2,1,1,45,125,2500,700,1300,1557
756,1,1,2,48,30,2,1,3,60,30,4000,0,900,1700
757,2,6,1,48,65,2,1,4,69,237,0,0,1571,1571
758,1,13,5,60,32,2,1,1,60,152,0,0,900,1654
759,1,2,2,24,43,2,1,1,60,95,3000,0,300,350
760,1,10,1,30,48,2,1,1,74,139,5000,0,300,420
761,2,0,5,48,25,1,1,3,45,145,7000,0,1700,2173
762,2,0,6,36,36,2,2,3,45,300,30000,0,3000,6802
763,1,12,2,24,47,2,1,1,60,135,2500,0,550,1061
764,1,4,5,60,22,1,1,1,35,80,0,0,1200,1425
765,1,22,2,36,47,2,1,1,60,100,2250,0,450,546
766,2,4,2,6,42,2,1,1,45,275,4800,1200,2400,3400
767,2,2,2,48,40,2,2,1,90,250,9000,7000,1250,1776
768,1,3,2,36,40,2,1,1,75,125,3500,0,800,1200
769,2,18,2,48,43,2,1,1,90,100,3500,0,1400,1403
770,2,4,1,60,38,2,2,1,118,130,0,0,900,1086
771,1,14,6,60,41,2,2,1,75,131,0,0,1200,1200
772,1,4,2,60,55,2,1,3,60,350,13000,3000,1700,2200
773,1,5,5,60,32,2,1,3,60,538,0,0,1400,2360
774,1,3,5,18,42,2,1,3,75,276,1500,0,750,1758
775,1,3,5,60,23,1,1,1,35,107,0,0,700,1783
776,2,7,1,60,41,2,1,3,45,0,0,0,1100,1108
777,1,15,2,60,50,3,1,1,45,156,9800,0,700,1136
778,1,18,2,60,49,2,1,1,90,110,5200,600,1350,1557
779,1,27,2,48,62,2,1,1,60,260,4000,500,800,886
780,1,2,2,60,43,2,1,2,45,0,16000,0,1000,1490
781,1,5,1,36,23,2,1,1,68,81,0,0,400,400
782,2,1,2,60,33,2,1,2,75,76,2500,550,800,1105
783,1,6,6,60,25,2,1,1,60,98,0,0,600,1131
784,2,0,2,18,50,2,1,3,135,0,2000,0,700,1256
785,1,22,2,60,37,2,1,1,60,132,6000,1500,1400,1571
786,1,5,5,36,27,1,1,1,35,105,9500,2350,1000,1443
787,1,3,2,60,47,2,1,1,75,300,8000,0,1060,1160
788,1,1,5,48,22,2,1,1,45,117,0,0,768,896
789,1,20,6,60,39,2,1,1,60,119,0,0,1300,1639
790,1,0,2,24,46,2,1,1,90,140,30000,0,350,1571
791,2,1,5,48,19,1,1,1,35,70,0,0,1000,1075
792,1,8,2,60,24,1,1,3,35,265,8000,0,1200,1590
793,1,12,1,36,43,2,1,1,78,180,0,0,1600,2200
794,1,1,2,36,42,2,1,2,60,62,3000,0,300,450
795,1,5,3,24,32,1,1,3,35,189,7750,3900,1000,1536
796,2,1,1,60,27,1,1,1,43,75,0,0,1000,1375
797,2,0,5,60,34,1,1,2,35,70,0,0,900,1005
798,1,10,2,60,43,2,1,1,75,188,5000,0,1000,1264
799,1,5,5,36,21,1,1,1,35,150,0,0,1000,1313
800,1,13,2,48,36,2,1,1,45,124,3000,0,700,1365
801,1,3,5,60,23,1,1,1,45,113,4000,0,900,1105
802,1,15,6,24,40,2,1,1,75,98,0,0,500,1100
803,1,6,5,24,25,1,1,1,35,99999999,5000,0,850,1480
804,1,12,3,60,38,2,2,1,90,195,1500,200,1150,1310
805,1,2,1,36,58,2,1,4,61,159,10000,0,950,1265
806,2,2,3,24,41,2,2,3,135,959,2000,500,1050,1474
807,1,20,1,36,39,2,1,3,92,170,12000,0,950,980
808,1,1,5,24,19,1,1,1,35,28,0,0,400,600
809,2,2,1,48,31,2,1,3,102,268,0,0,1400,1635
810,2,0,2,48,28,2,1,2,60,155,4500,1641,800,1376
811,1,24,1,36,49,2,1,1,84,240,0,0,675,675
812,1,0,2,60,47,2,2,1,90,500,20000,0,1800,2000
813,2,4,2,60,42,2,1,1,75,135,4000,0,978,978
814,2,3,5,60,25,1,1,2,35,225,0,0,1130,1130
815,1,3,2,48,48,2,1,3,45,100,4000,0,1600,2600
816,1,30,2,36,52,2,1,1,60,190,5000,0,800,950
817,2,1,2,60,37,2,1,3,60,200,9000,0,1400,1493
818,1,4,1,36,45,2,1,1,105,154,12000,0,600,2240
819,1,13,2,60,30,2,1,1,45,210,14000,0,1100,1224
820,2,4,1,36,38,2,2,1,60,145,0,0,650,1000
821,2,22,2,60,50,2,1,1,90,210,16000,0,2100,2500
822,2,1,5,60,29,2,2,2,35,102,0,0,1100,1120
823,2,10,1,24,52,2,1,3,45,0,2000,0,400,1242
824,1,0,2,36,42,2,1,1,105,75,10000,0,400,725
825,1,0,2,36,37,2,1,3,75,150,7000,1500,500,720
826,1,1,5,36,36,1,1,1,35,120,0,0,1000,2470
827,2,15,1,60,33,2,2,3,64,36,0,0,1150,1150
828,1,15,2,36,41,2,1,3,90,129,16000,0,1000,1655
829,1,6,5,60,23,2,1,1,45,125,0,0,900,1389
830,1,8,6,48,30,2,1,1,75,156,0,0,1100,1310
831,2,12,2,60,27,2,1,1,60,72,2500,1300,750,758
832,1,8,6,24,33,2,1,1,75,166,0,0,1150,1770
833,2,1,5,36,23,1,1,2,35,75,0,0,350,425
834,1,22,2,24,41,2,1,1,90,125,4700,400,250,1035
835,1,20,1,60,52,2,1,3,70,250,4100,0,1200,1226
836,1,25,2,36,58,2,1,1,45,128,30000,0,1500,1750
837,1,11,2,36,46,2,1,1,60,155,16500,0,1000,1800
838,1,4,2,60,28,2,1,1,60,459,22000,9700,600,2150
839,1,9,2,48,38,2,1,1,75,360,8000,4000,1700,1713
840,2,1,1,36,39,2,1,1,85,100,0,0,600,975
841,1,10,1,60,24,2,1,1,53,80,0,0,400,650
842,1,4,2,60,41,2,1,1,90,250,10000,2000,800,916
843,1,24,6,36,51,2,1,1,45,105,0,0,625,625
844,1,30,2,36,56,2,2,3,105,300,30000,1300,1100,1318
845,1,1,6,24,24,2,1,3,60,137,0,0,300,750
846,1,20,2,12,49,2,1,1,90,110,15000,0,125,325
847,1,1,2,36,21,1,1,1,35,127,10000,0,850,1014
848,2,13,2,60,34,4,1,1,35,56,7000,1500,1250,1525
849,1,1,2,60,38,2,1,1,90,75,5000,0,1000,1144
850,1,2,2,36,58,3,1,4,35,52,4000,0,400,550
851,1,0,5,60,39,1,1,1,35,100,0,0,1000,1556
852,1,14,1,60,60,2,1,1,62,170,8000,0,915,1396
853,1,6,3,60,23,1,1,1,35,150,5050,3800,1000,2470
854,1,17,2,12,37,2,1,1,75,188,7000,1000,600,1890
855,1,8,3,36,48,2,2,1,75,175,1000,0,475,575
856,1,4,5,60,26,2,1,1,45,64,0,0,1150,1294
857,2,1,5,36,23,1,1,2,35,110,0,0,650,710
858,1,13,2,60,34,2,1,1,45,186,3000,0,1900,2600
859,1,19,2,60,46,1,1,1,75,140,6000,0,1800,1849
860,1,12,2,12,51,2,1,3,45,200,2000,0,350,450
861,1,13,2,60,45,2,1,1,90,135,4750,3500,1100,1369
862,1,4,2,60,55,2,1,1,45,130,9000,0,1800,2281
